clientID,time
1,66715
2,7209
3,79086
4,168888
5,78918
6,133304
7,88003
8,58665
9,26583
10,81972
11,130156
12,83112
13,68466
14,153185
15,49594
16,146268
17,54242
18,89438
19,62626
20,144175
21,88389
22,144849
23,84023
24,90047
25,91683
26,138471
27,88942
28,98172
29,93712
30,94925
31,87671
32,89354
33,97573
34,90157
35,98363
36,93601
37,90389
38,123093
39,98239
40,91438
41,119775
42,89982
43,90332
44,95664
45,92505
46,93205
47,94009
48,94335
49,103973
50,103366
51,101844
52,89150
53,96305
54,83410
55,82890
56,68475
57,78438
58,87474
59,76592
60,77485
61,70771
62,64284
63,57889
64,66206
65,70992
66,73073
67,72435
68,64560
69,64401
70,65426
71,50914
72,57058
73,49224
74,54329
75,53836
