clientID,time
1,77772
2,90627
3,100321
4,59790
5,101231
6,102866
7,93003
8,87047
9,86035
10,103910
11,199752
12,191146
13,51631
14,107806
15,103381
16,65585
17,190709
18,88204
19,79252
20,108636
21,113244
22,108676
23,60004
24,105762
25,121064
26,199139
27,185098
28,129267
29,145848
30,110262
31,121704
32,127469
33,184496
34,133079
35,107219
36,131988
37,118942
38,126018
39,132115
40,163341
41,134315
42,122521
43,129912
44,129534
45,154521
46,152649
47,145843
48,118774
49,138159
50,113329
51,112902
52,106332
53,112129
54,115207
55,115778
56,163143
57,113119
58,111387
59,111396
60,118841
61,109268
62,106737
63,140708
64,106074
65,143404
66,138205
67,118549
68,96225
69,117110
70,92126
71,120606
72,107331
73,104058
74,100400
75,103098
76,100736
77,101251
78,98973
79,94630
80,92509
81,110824
82,100276
83,96779
84,98770
85,98082
86,99128
87,92026
88,100009
89,92631
90,82485
91,80175
92,67090
93,74466
94,86422
95,75250
96,65399
97,59438
98,75227
99,74476
100,72259
